frame,track_id,class,conf,cx,cy,D_pixels,T_seconds,speed_kmh,count_trucks_unique
735,724,truck,0.6174213886260986,137.3252410888672,204.7301025390625,68.45172868639806,0.6,11.057586941648918,62
780,724,truck,0.5555180907249451,197.16793823242188,172.57142639160156,67.93621347677909,0.6,10.974311407787392,65
796,724,truck,0.37724781036376953,210.12623596191406,166.83558654785156,14.17100338847369,0.6,2.289162085830365,67
826,923,truck,0.26018306612968445,262.46026611328125,141.10879516601562,2.865814961467607,0.6,0.46293933992938274,72
828,909,truck,0.5113889575004578,101.86636352539062,243.77264404296875,58.80280622156778,0.6,9.498914851176334,73
841,923,truck,0.28924620151519775,266.63134765625,139.88414001464844,4.3471486359943725,0.6,0.7022317027375525,73
858,923,truck,0.28394344449043274,270.0589599609375,138.79701232910156,3.595882811193031,0.6,0.5808733771927205,76
878,909,truck,0.2554619014263153,186.53973388671875,191.90170288085938,99.2984079838393,0.6,16.040512058927888,76
894,909,truck,0.2510140836238861,201.36026000976562,182.60678100585938,17.494101265899957,0.6,2.8259702044915316,76
1112,1161,truck,0.4882715046405792,480.1182556152344,252.72317504882812,76.11047044222957,0.6,12.294768302206315,83
1283,1421,truck,0.4921771287918091,495.54833984375,271.1086120605469,98.40575877140016,0.6,15.89631487845695,88
1315,1474,truck,0.38760292530059814,154.75303649902344,257.42303466796875,90.67236908576393,0.6,14.647075006161867,93
1335,1474,truck,0.39542412757873535,193.67166137695312,221.92233276367188,52.67787945974097,0.6,8.50950360503508,96
1372,1474,truck,0.265480101108551,230.6995849609375,189.39071655273438,49.28867057321591,0.6,7.96201601567334,96
1507,1611,truck,0.5965823531150818,479.16778564453125,220.04527282714844,59.76407064972231,0.6,9.654196028032066,102
1520,1581,truck,0.5570305585861206,231.90216064453125,176.27017211914062,104.36615793385805,0.6,16.859148589315534,103
1535,1581,truck,0.6673509478569031,241.29910278320312,169.89976501464844,11.35273592739254,0.6,1.8339034959634106,105
1552,1581,truck,0.4554358422756195,249.2249755859375,163.1903076171875,10.384424548012248,0.6,1.6774839654481326,107
1573,1581,truck,0.36998414993286133,256.41619873046875,157.6842041015625,9.057089407214297,0.6,1.4630682888576942,109
1588,1581,truck,0.4551447033882141,260.75042724609375,154.99761962890625,5.09934044855351,0.6,0.8237396109201824,111
1603,1581,truck,0.3115575611591339,264.50164794921875,152.23434448242188,4.659114494179452,0.6,0.7526261875212961,112
1660,1799,truck,0.25476202368736267,392.0299987792969,154.5430450439453,13.251847624165528,0.6,2.140683077749816,115
1675,1799,truck,0.37880054116249084,405.4898681640625,162.53265380859375,15.652537745241535,0.6,2.5284868665390174,117
1700,1799,truck,0.3491522967815399,445.3276672363281,186.89413452148438,46.69616667802482,0.6,7.543226924911702,117
1734,1799,truck,0.4274606704711914,589.272705078125,298.38153076171875,182.07035255980037,0.6,29.411364644275444,117
1840,1991,truck,0.2978782653808594,100.88723754882812,239.77291870117188,61.83014077772871,0.6,9.987945817940792,122
1855,1991,truck,0.41892555356025696,138.266357421875,218.27029418945312,43.1226335401434,0.6,6.9659638795616265,122
1895,1991,truck,0.28535640239715576,194.1427764892578,184.37200927734375,65.35493911255867,0.6,10.557336318182555,122
2330,2426,truck,0.8539087176322937,46.52075958251953,277.5111999511719,34.430769745584215,0.6,5.561893574286681,130
2345,2426,truck,0.697763204574585,64.61735534667969,270.37725830078125,19.45198995810141,0.6,3.1422445316933048,130
2362,2426,truck,0.7744069695472717,78.96572875976562,250.16700744628906,24.785682926338744,0.6,4.003841088100875,132
2377,2426,truck,0.43696361780166626,92.64852142333984,227.97854614257812,26.068115214939784,0.6,4.211003227028734,132
2453,2426,truck,0.5989122986793518,194.9443359375,173.20443725585938,116.03722126434259,0.6,18.744474204239957,134
2469,2426,truck,0.704713761806488,204.216552734375,168.38711547851562,10.4489518803538,0.6,1.6879076114417677,135
2484,2426,truck,0.5638869404792786,211.31524658203125,165.02806091308594,7.8533242445905564,0.6,1.2686139164338592,137
2502,2426,truck,0.5986165404319763,217.709228515625,162.14700317382812,7.013094507267893,0.6,1.1328844973278904,137
2527,2426,truck,0.2994069755077362,227.19219970703125,159.0787353515625,9.966996089462626,0.6,1.610053214451655,138
2548,2426,truck,0.5188276171684265,232.91448974609375,162.72256469726562,6.783958632433021,0.6,1.0958702406237957,138
2567,2589,truck,0.47899600863456726,396.3247375488281,153.75096130371094,12.68461027263174,0.6,2.0490524286558967,142
2592,2589,truck,0.2996678948402405,429.06842041015625,172.96441650390625,37.964531658674524,0.6,6.1327320371705,143
2609,2589,truck,0.5127202272415161,474.6559753417969,200.20339965820312,53.10543527605602,0.6,8.578570313824434,144
2651,2609,truck,0.29374465346336365,252.2354736328125,145.87625122070312,17.633790333431932,0.6,2.848535361554389,144
2666,2609,truck,0.2740181088447571,254.12960815429688,144.16250610351562,2.5543429174384875,0.6,0.41262462512467873,145
2688,2742,truck,0.26322710514068604,379.4777526855469,142.44903564453125,8.030713727687859,0.6,1.2972691406265002,147
2703,2742,truck,0.4359343647956848,388.2093200683594,147.29840087890625,9.987823320676963,0.6,1.6134176133401248,147
2719,2742,truck,0.3869192898273468,400.02886962890625,154.32546997070312,13.750689125131716,0.6,2.221265166367431,151
2726,2816,truck,0.39495980739593506,365.08343505859375,142.22561645507812,6.556013698337807,0.6,1.059048366654569,151
2734,2742,truck,0.4790583550930023,417.7373046875,164.39756774902344,20.372428123243402,0.6,3.2909306968316265,152
2751,2742,truck,0.6017656326293945,450.83587646484375,182.65518188476562,37.80021107125263,0.6,6.106187942279271,153
2766,2742,truck,0.44949081540107727,508.7583312988281,216.95921325683594,67.31847698626284,0.6,10.874523205473228,153
2778,2816,truck,0.3869199752807617,410.13165283203125,179.62515258789062,58.54970010864701,0.6,9.458028479089132,154
2796,2816,truck,0.5148633718490601,463.829345703125,222.1293182373047,68.48391334261463,0.6,11.062786001499287,155
2838,2882,truck,0.5206529498100281,493.38427734375,210.246826171875,59.18097203638916,0.6,9.560003175109019,159
2853,2882,truck,0.4512849748134613,583.744873046875,278.972900390625,113.52669530500305,0.6,18.338927703115875,159
2954,3008,truck,0.425626665353775,62.27446746826172,272.81591796875,40.27773755535588,0.6,6.5064037589421035,162
2969,3008,truck,0.39933598041534424,95.60586547851562,251.8174591064453,39.39438232030599,0.6,6.363707913280199,164
2984,3008,truck,0.33722805976867676,119.27262878417969,237.34210205078125,27.74259561266979,0.6,4.48149621435435,167
3012,3022,truck,0.3955356180667877,459.62847900390625,198.68507385253906,85.06624831014061,0.6,13.741470880868869,167
